避難收容處所名稱,避難收容處所地址,經度,緯度,室內室外,可容納人數,最近測站ID,最近測站名稱,最近測站位置,周圍空氣污染指數,風險等級,最近測站距離(km),影響測站數量
吉林公園,忠工路341-1地號,121.250192,24.984425,False,305,中壢,中壢,(桃園市),38.01,low risk,4.5,35
新和國小,新店市安和路三段100號,121.5182,24.9846,True,648,新店,新店,(新北市),39.75,low risk,2.14,33
北政國中,臺北市文山區指南路3段2巷14號,121.5783,24.9849,True,20,新店,新店,(新北市),40.21,low risk,4.17,33
中山公園,內定里吉林北路以東,121.251276,24.985413,False,3275,中壢,中壢,(桃園市),38.02,low risk,4.66,35
樂利國小,裕生路65號,121.447559,24.985602,True,1168,土城,土城,(新北市),39.05,low risk,0.55,34
莊敬工家,新北市新店區民生路45號,121.5322,24.9858,True,8362,新店,新店,(新北市),39.8,low risk,1.11,33
西園路環保公園,永福里社區.新街溪綠地,121.236845,24.985901,False,509,中壢,中壢,(桃園市),38.03,low risk,3.94,35
廣興市民活動中心,學府路一段99巷底2樓,121.457766,24.985909,True,50,土城,土城,(新北市),39.17,low risk,0.7,34
廣福市民活動中心,學府路一段99巷底1樓,121.457766,24.985909,True,50,土城,土城,(新北市),39.17,low risk,0.7,34
育林國小,復興路395號,121.415677,24.986051,True,135,土城,土城,(新北市),39.1,low risk,3.67,34
育林國中,復興路395號,121.415677,24.986051,True,574,土城,土城,(新北市),39.1,low risk,3.67,34
中和國中,中和區興南路2段3巷17號,121.5085,24.9862,True,2649,新店,新店,(新北市),39.74,low risk,3.12,33
中山國小,國際路一段1070號,121.2902,24.9864,True,212,桃園,桃園,(桃園市),37.85,low risk,1.76,35
中山、中平、中原、中泰、中聖五里聯合集會所,中平路118號,121.2928,24.9867,True,339,桃園,桃園,(桃園市),37.82,low risk,1.52,35
興南國小,中和區興南路1段135巷24號,121.5091,24.9867,True,1278,新店,新店,(新北市),39.74,low risk,3.08,33
廣福國小,學府路1段127號,121.454896,24.986953,True,608,土城,土城,(新北市),39.14,low risk,0.58,34
建國、雲林里聯合集會所建國公園管理中心,建成街88號一、二樓,121.3155,24.987,True,191,桃園,桃園,(桃園市),37.91,low risk,1.36,35
市二簡易公園,桃園市泰昌三街、宏昌七街口,121.2931,24.9871,False,250,桃園,桃園,(桃園市),37.82,low risk,1.47,35
溪洲國小,金門街289號,121.4309,24.9873,True,1021,土城,土城,(新北市),39.14,low risk,2.18,34
明道國小,文山區木柵路2段138巷61號,121.5626,24.9874,True,42,新店,新店,(新北市),40.1,low risk,2.75,33
木柵國中,文山區木柵路3段102巷12號,121.5677,24.9875,True,30,新店,新店,(新北市),40.15,low risk,3.23,33
兔坑社區活動中心,大同路918號,121.35073,24.987578,True,120,桃園,桃園,(桃園市),38.59,low risk,4.68,34
永建國小,文山區試院路2號,121.55,24.9876,True,30,新店,新店,(新北市),39.97,low risk,1.69,33
幸福社區活動中心,幸福一街38號1樓,121.33609,24.988014,True,82,桃園,桃園,(桃園市),38.39,low risk,3.22,34
龍岡公園,桃園市國強七街、國豐二街口,121.2782,24.9882,False,400,桃園,桃園,(桃園市),37.94,low risk,2.8,35
南門國小,復興路303號,121.3044,24.9886,True,159,桃園,桃園,(桃園市),37.74,low risk,0.68,35
山福集會所,中興路152號,121.331807,24.988719,True,120,桃園,桃園,(桃園市),38.32,low risk,2.78,34
建國公園,桃園市桃鶯路、大林路口,121.3173,24.9888,False,1400,桃園,桃園,(桃園市),37.93,low risk,1.4,35
安和國小,延和路23號,121.464774,24.988807,True,2293,土城,土城,(新北市),39.38,low risk,1.48,34
龍祥公園,龍城五街邊,121.3111,24.9889,False,100,桃園,桃園,(桃園市),37.81,low risk,0.89,35
汴洲社區活動中心,水汴一路112號,121.3111,24.9889,True,178,桃園,桃園,(桃園市),37.81,low risk,0.89,35
溫州公園,桃園市溫洲街、蓮華街口,121.3111,24.9889,False,800,桃園,桃園,(桃園市),37.81,low risk,0.89,35
景新國小,中和區景新街467巷37號,121.515,24.9893,True,897,新店,新店,(新北市),39.77,low risk,2.66,33
龍岡社區活動中心,國豐二街6號,121.2805,24.9895,True,92,桃園,桃園,(桃園市),37.93,low risk,2.54,35
景美國小,文山區景文街108號,121.5408,24.9895,True,74,新店,新店,(新北市),39.89,low risk,1.4,33
復興國小,中和區復興路301巷6號,121.5019,24.9896,True,946,永和,永和,(新北市),39.76,low risk,3.37,33
行政中心大禮堂,臺北市木柵路3段220號10樓,121.5701,24.9896,True,60,新店,新店,(新北市),40.21,low risk,3.54,33
沙崙國小,篤行路二段132號,121.4305,24.9897,True,1692,土城,土城,(新北市),39.16,low risk,2.3,34
復興大樓圖書館,南山路236號6樓,121.5065,24.9897,True,25,永和,永和,(新北市),39.76,low risk,3.19,33
大同社區活動中心,明德路203巷10號,121.343269,24.989757,True,133,桃園,桃園,(桃園市),38.49,low risk,3.9,34
中壢區內厝活動中心,月眉路1段2號,121.179172,24.989775,True,55,平鎮,平鎮,(桃園市),37.99,low risk,4.81,35
山德社區活動中心,頂興路2巷14號,121.328351,24.989945,True,68,桃園,桃園,(桃園市),38.26,low risk,2.41,34
樹林區公所,鎮前街93號,121.424633,24.989981,True,215,土城,土城,(新北市),39.15,low risk,2.87,34
樹林國小,育英街176號,121.418101,24.99003,True,304,土城,土城,(新北市),39.13,low risk,3.5,34
錦和國小,中和區圓通路292號,121.4893,24.9901,True,1173,土城,土城,(新北市),39.73,low risk,3.87,33
木柵國小,文山區木柵路3段191號,121.5702,24.9903,True,155,新店,新店,(新北市),40.22,low risk,3.58,33
石碇國小,石碇西街15號,121.659,24.9903,True,109,汐止,汐止,(新北市),40.41,low risk,8.64,33
萬興國小,文山區秀明路2段114號,121.5766,24.9904,True,125,新店,新店,(新北市),40.27,low risk,4.18,33
信義國小,四川路二段245巷60號,121.4528,24.9917,True,1024,土城,土城,(新北市),39.28,low risk,1.02,34
國強公園,國強一街、益壽一街口,121.2827,24.992,False,100,桃園,桃園,(桃園市),37.92,low risk,2.27,35
桃園國小,民權路67號,121.3102,24.9923,True,212,桃園,桃園,(桃園市),37.76,low risk,0.59,35
錦和中學,中和區錦和路163號,121.4911,24.9925,True,2543,永和,永和,(新北市),39.77,low risk,3.72,33
龜山區公所本所（三樓禮堂）,中山街26號,121.337823,24.992506,True,200,桃園,桃園,(桃園市),38.41,low risk,3.32,34
民族公園,民族路與三民路三段口,121.3086,24.9926,False,200,桃園,桃園,(桃園市),37.71,low risk,0.43,35
市中心區聯合里集會所文明、文昌、文化、南華里,民族路110號三、四樓,121.3091,24.9926,True,129,桃園,桃園,(桃園市),37.73,low risk,0.47,35
景美國中,文山區景中街27號,121.5429,24.993,True,80,新店,新店,(新北市),39.95,low risk,1.83,33
長青學苑,民權路24號7樓,121.3105,24.9934,True,42,桃園,桃園,(桃園市),37.87,low risk,0.57,34
桃園市公所禮堂,縣府路7號,121.3015,24.9939,True,64,桃園,桃園,(桃園市),37.67,low risk,0.36,35
中和高中,中和區連城路460號,121.4783,24.994,True,2072,板橋,板橋,(新北市),39.66,low risk,2.89,34
溪口國小,文山區景福街225號,121.5387,24.9941,True,90,新店,新店,(新北市),39.91,low risk,1.88,33
龜山社區活動中心,中興路一段50號,121.338374,24.994116,True,70,桃園,桃園,(桃園市),38.42,low risk,3.36,34
秀山國小,中和區立人街2號,121.5212,24.9942,True,4228,新店,新店,(新北市),39.81,low risk,2.52,33
重慶國小,廣和街31號,121.4624,24.9945,True,2135,土城,土城,(新北市),39.51,low risk,1.7,34
新路社區活動中心,永安街77號,121.334421,24.994912,True,60,桃園,桃園,(桃園市),38.36,low risk,2.96,34
壽山高級中學,大同路23號,121.341548,24.994986,True,796,桃園,桃園,(桃園市),38.46,low risk,3.68,34
東門國小,東國街14號,121.3149,24.9952,True,550,桃園,桃園,(桃園市),37.99,low risk,1.0,34
景華公園,臺北市文山區景興路與景華街交叉口,121.5446,24.9956,False,1350,新店,新店,(新北市),39.99,low risk,2.16,33
智光商工,永和區智光里中正路100號,121.5143,24.9957,True,722,永和,永和,(新北市),39.81,low risk,2.38,33
中壢市芭里社區活動中心,啟文路175號,121.203831,24.995705,True,50,平鎮,平鎮,(桃園市),38.14,low risk,4.77,35
桃園國中,莒光街2號,121.3048,24.9958,True,70,桃園,桃園,(桃園市),37.63,low risk,0.12,35
木柵高工,文山區木柵路4段77號,121.5719,24.9959,True,169,新店,新店,(新北市),40.32,low risk,4.02,33
景興國小,文山區景華街150巷21號,121.5482,24.9961,True,126,新店,新店,(新北市),40.04,low risk,2.35,33
景興國中,文山區景興路46巷2號,121.5443,24.9962,True,100,新店,新店,(新北市),39.99,low risk,2.21,33
臺北市文山運動中心,興隆路三段222號,121.5443,24.9962,True,189,新店,新店,(新北市),39.99,low risk,2.21,33
嶺頂社區活動中心,西嶺頂24號,121.342294,24.996761,True,68,桃園,桃園,(桃園市),38.48,low risk,3.76,34
自強國小,自強東路269號,121.345413,24.997386,True,700,桃園,桃園,(桃園市),38.52,low risk,4.08,34
三民里集會所,中山東路128號,121.3207,24.9976,True,36,桃園,桃園,(桃園市),38.12,low risk,1.61,34
文林國小,千歲街59號,121.426072,24.997757,True,1151,土城,土城,(新北市),39.23,low risk,3.1,34
龜山國中,自強西路66號,121.338533,24.997776,True,100,桃園,桃園,(桃園市),38.42,low risk,3.4,34
北門、朝陽二里聯合活動中心,朝陽街63號,121.3129,24.9978,True,69,桃園,桃園,(桃園市),37.96,low risk,0.87,34
民權市民活動中心,永和區民族里民權路60號,121.5199,24.998,True,125,永和,永和,(新北市),39.83,low risk,2.14,33
青溪、成功、東門里集會所,鎮撫街41號,121.3145,24.9981,True,88,桃園,桃園,(桃園市),38.0,low risk,1.03,34
重慶國中,國慶路221號,121.4632,24.9982,True,2826,板橋,板橋,(新北市),39.63,low risk,1.7,34
中和區公所,中和區景平路634之2號,121.5002,24.9982,True,65,永和,永和,(新北市),39.85,low risk,2.65,33
成功國小,三民路3段22號,121.3078,24.9983,True,212,桃園,桃園,(桃園市),37.86,low risk,0.49,34
阿柔市民活動中心,阿柔里阿柔洋62號,121.6072,24.9983,True,57,松山,松山,(臺北市),40.55,low risk,6.43,33
溪崑國中,大觀路三段50巷30號,121.4313,24.9984,True,785,土城,土城,(新北市),39.27,low risk,2.72,34
自強國小,中和區莒光路200號,121.4719,24.9985,True,562,板橋,板橋,(新北市),39.71,low risk,2.09,34
志清國小,文山區景福街21巷5號,121.5388,24.9987,True,35,新店,新店,(新北市),39.95,low risk,2.39,33
自強國中,中和區莒光路191號,121.4726,24.9988,True,936,板橋,板橋,(新北市),39.73,low risk,2.11,34
興華國小,臺北市文山區興隆路3段125巷6號,121.5587,24.9988,True,30,新店,新店,(新北市),40.21,low risk,3.19,33
積穗國小,中和區員山路154號,121.4814,24.9991,True,545,板橋,板橋,(新北市),39.85,low risk,2.76,33
青溪國小,自強路80號,121.3182,24.9997,True,210,桃園,桃園,(桃園市),38.09,low risk,1.44,34
秀朗國小,永和區民權里得和路202號,121.5214,24.9997,True,2124,永和,永和,(新北市),39.84,low risk,1.99,33
中和國小,中和區中和路100號,121.5016,24.9999,True,2866,永和,永和,(新北市),39.87,low risk,2.41,33
士東國小,中山北路六段392號,121.0,25.0,True,63,觀音,觀音,(桃園市),37.62,low risk,9.24,37
積穗國中,中和區民安街66號,121.4798,25.0004,True,597,板橋,板橋,(新北市),39.87,low risk,2.55,33
萬芳高中,文山區興隆路3段115巷1號,121.5588,25.0005,True,131,新店,新店,(新北市),40.24,low risk,3.34,33
萬順市民活動中心,萬順里北深路3段107巷26號,121.6041,25.0008,True,22,松山,松山,(臺北市),40.59,low risk,6.04,33
公十五公園,領航南路一段與文德路,121.207661,25.000969,False,1007,平鎮,平鎮,(桃園市),38.24,low risk,5.37,35
永安、長安、長德三里聯合活動中心（永康公園管理中心）,中正五街315號,121.3033,25.001,True,196,桃園,桃園,(桃園市),37.9,low risk,0.72,34
三民公園、青溪公園,桃園市三民路、三元街、自強路口,121.3171,25.0013,False,2800,桃園,桃園,(桃園市),38.09,low risk,1.42,34
鶴齡交誼中心,廟美街6巷3號2、4樓,121.5011,25.0014,True,82,永和,永和,(新北市),39.88,low risk,2.31,33
南山高中,中和區廣福路41號,121.5034,25.0016,True,2130,永和,永和,(新北市),39.88,low risk,2.15,33
興德國小,文山區興隆路2段235號,121.5508,25.0017,True,30,古亭,古亭,(臺北市),40.14,low risk,3.0,33
深坑國中,深坑里文化路41號,121.6183,25.0017,True,304,松山,松山,(臺北市),40.61,low risk,6.7,33
深坑國小,深坑里文化路45號,121.6169,25.0018,True,632,松山,松山,(臺北市),40.62,low risk,6.6,33
萬芳國小,文山區萬和街1號,121.5673,25.0019,True,135,新店,新店,(新北市),40.37,low risk,4.05,33
武林國小,保安街二段151號,121.415438,25.002028,True,822,土城,土城,(新北市),39.17,low risk,4.26,34
博嘉國小,文山區木柵路4段159巷14之1號,121.5758,25.0021,True,30,新店,新店,(新北市),40.46,low risk,4.73,33
精忠集會所,光峰路141號,121.343353,25.002285,True,114,桃園,桃園,(桃園市),38.5,low risk,3.96,34
中山國小,大觀路二段59巷31號,121.4477,25.0023,True,1136,板橋,板橋,(新北市),39.55,low risk,1.62,34
興隆國小,文山區福興路2號,121.5519,25.0024,True,133,古亭,古亭,(臺北市),40.17,low risk,3.03,33
深坑市民活動中心,深坑里北深路2段166號,121.6147,25.0025,True,36,松山,松山,(臺北市),40.63,low risk,6.41,33
深坑區公所,深坑里深坑街10號,121.616,25.0025,True,100,松山,松山,(臺北市),40.63,low risk,6.49,33
漳和國中,中和區廣福路39號,121.5055,25.0027,True,1067,永和,永和,(新北市),39.88,low risk,1.93,33
興德里營區,興德路55號,121.5571,25.0029,False,200,古亭,古亭,(臺北市),40.25,low risk,3.4,33
永康公園,桃園市中正五街、永康街口,121.3018,25.0032,False,800,桃園,桃園,(桃園市),37.96,low risk,1.0,34
後埔國小,重慶路157號,121.4627,25.0033,True,703,板橋,板橋,(新北市),39.79,low risk,1.15,34
復興商工,永和區得和里秀朗路一段201號,121.5186,25.0035,True,827,永和,永和,(新北市),39.85,low risk,1.52,33
永和國小,永和區潭墘里秀朗路一段120號,121.517,25.0036,True,1329,永和,永和,(新北市),39.85,low risk,1.49,33
武功國小,臺北市文山區興隆路1段68號,121.5405,25.0039,True,50,古亭,古亭,(臺北市),40.02,low risk,2.16,33
公十三公園及兒增二,高鐵南路二段與文德路,121.205639,25.003951,False,3562,平鎮,平鎮,(桃園市),38.29,low risk,5.69,35
福和國中,永和區秀和里永利路71號,121.5209,25.004,True,1401,永和,永和,(新北市),39.85,low risk,1.52,33
公八公園,領航南路3段與青松路,121.214921,25.004304,False,365,中壢,中壢,(桃園市),38.3,low risk,5.71,35
東南科技大學,萬福里北深路3段152號,121.6047,25.0044,True,916,松山,松山,(臺北市),40.65,low risk,5.71,33
兒六兒童遊樂場,青埔六街與青埔十一街,121.216768,25.004761,False,408,中壢,中壢,(桃園市),38.31,low risk,5.75,35
忠孝國中,成都街30號,121.4616,25.0048,True,191,板橋,板橋,(新北市),39.84,low risk,0.96,34
萬福國小,文山區羅斯福路5段170巷32號,121.5367,25.0048,True,32,古亭,古亭,(臺北市),39.97,low risk,1.9,33
興福國中,文山區福興路80號,121.5497,25.0049,True,300,古亭,古亭,(臺北市),40.17,low risk,2.68,33
昇高市民活動中心,昇高里旺耽路25號,121.6287,25.0049,True,87,汐止,汐止,(新北市),40.65,low risk,6.93,33
實踐國小,實踐路93巷51號,121.4664,25.005,True,1018,板橋,板橋,(新北市),39.87,low risk,1.18,34
東勢市民活動中心,竿蓁林62-1號,121.7508,25.0052,True,25,汐止,汐止,(新北市),40.28,low risk,12.99,32
嶺腳市民活動中心,嶺腳寮14號,121.7508,25.0052,True,47,汐止,汐止,(新北市),40.28,low risk,12.99,32
兒十四兒童公園,高鐵南路二段與公園路一段,121.20791,25.00591,False,427,平鎮,平鎮,(桃園市),38.33,low risk,5.92,35
直潭派出所,新北市新店區直潭十街2號,121.456585,25.005939,True,75,板橋,板橋,(新北市),39.82,low risk,0.81,34
山北市民活動中心,莊敬路49巷29弄2號,121.5016,25.0061,True,92,永和,永和,(新北市),39.94,low risk,1.91,33
德林寺停車場,龍安街985號,121.258501,25.00618693,False,150,桃園,桃園,(桃園市),38.2,low risk,4.86,35
辛亥國小,文山區辛亥路4段103號,121.5585,25.0063,True,30,古亭,古亭,(臺北市),40.33,low risk,3.32,33
三多國中,三多路101號,121.414672,25.006414,True,847,新莊,新莊,(新北市),39.18,low risk,3.94,34
永和國中,永和區秀和里國中路111號,121.5233,25.0067,True,1109,永和,永和,(新北市),39.86,low risk,1.34,33
保生國民小學,觀音鄉保生村十四鄰五號,121.07162,25.006913,True,100,觀音,觀音,(桃園市),37.78,low risk,3.38,35
育才國小,永和區永貞里福和路125巷20號,121.5216,25.0071,True,207,永和,永和,(新北市),39.86,low risk,1.22,33
北門國小,正康三街139號,121.307,25.0072,True,64,桃園,桃園,(桃園市),38.06,low risk,1.4,34
大業國小,大業路一段135號,121.3158,25.0074,True,106,桃園,桃園,(桃園市),38.15,low risk,1.78,34
永定國小,靜安路一段245號,121.688,25.0078,True,330,汐止,汐止,(新北市),40.56,low risk,8.05,32
永平國小,永和區保安里保生路25號,121.5057,25.0081,True,943,永和,永和,(新北市),39.94,low risk,1.46,33
大觀國小,大觀路一段30號,121.4493,25.0086,True,1784,板橋,板橋,(新北市),39.74,low risk,1.06,34
三元、忠義里集會所,三元街289號,121.3234,25.0087,True,122,桃園,桃園,(桃園市),38.26,low risk,2.42,34
中壢區洽溪社區活動中心,民權路4段546號,121.202022,25.008748,True,30,大園,大園,(桃園市),38.39,low risk,5.81,35
公十一公園,洽溪路與永興路,121.207384,25.008888,False,523,大園,大園,(桃園市),38.39,low risk,5.82,35
大有國小,大有路220號,121.3205,25.0089,True,212,桃園,桃園,(桃園市),38.23,low risk,2.22,34
大有國中,大有路215號,121.3196,25.0093,True,70,桃園,桃園,(桃園市),38.22,low risk,2.19,34
土庫第1市民活動中心,土庫里北深路1段83巷8弄36號,121.6346,25.01,True,100,汐止,汐止,(新北市),40.71,low risk,6.28,33
石碇綜合活動大樓,楓子林32-1號,121.6423,25.0101,True,200,汐止,汐止,(新北市),40.69,low risk,6.24,33
海山高中,漢生東路215號,121.4709,25.0102,True,2122,板橋,板橋,(新北市),40.07,low risk,1.27,33
中壢區月眉社區活動中心,11鄰135-1號,121.184493,25.01027,True,55,大園,大園,(桃園市),38.38,low risk,5.93,35
龍壽國小,龍校街30號,121.387488,25.010772,True,100,新莊,新莊,(新北市),38.95,low risk,5.45,34
板橋國小,文化路一段23號,121.4582,25.0108,True,641,板橋,板橋,(新北市),40.03,low risk,0.25,34
永平高中,永和區保安里永平路205號,121.5086,25.0108,True,5315,永和,永和,(新北市),39.95,low risk,1.04,33
大觀國中,僑中一街1號,121.4485,25.0112,True,1611,板橋,板橋,(新北市),39.76,low risk,1.04,34
民族國中,大安區羅斯福路4段113巷13號,121.5388,25.0112,True,139,古亭,古亭,(臺北市),40.05,low risk,1.4,33
臺北市大安運動中心,辛亥路三段55號,121.5388,25.0112,True,389,古亭,古亭,(臺北市),40.05,low risk,1.4,33
板橋高中,文化路一段25號,121.4591,25.0117,True,1136,板橋,板橋,(新北市),40.07,low risk,0.15,34
會稽國小,春日路1080號,121.3086,25.0118,True,70,桃園,桃園,(桃園市),38.16,low risk,1.93,34
大甲高中活動中心,大甲區南陽里中山路一段720號,121.465467,25.012024,True,598,板橋,板橋,(新北市),40.05,low risk,0.69,34
公館國小,臺北市大安區基隆路4段41巷68弄2號,121.5429,25.0124,True,50,古亭,古亭,(臺北市),40.15,low risk,1.63,33
石碇高中,八分寮45號,121.6426,25.0127,True,963,汐止,汐止,(新北市),40.72,low risk,5.96,33
網溪國小,永和區上林里竹林路79號,121.5193,25.0129,True,853,永和,永和,(新北市),39.87,low risk,0.55,33
公十公園,永春路與永溪路,121.20699,25.01304,False,523,大園,大園,(桃園市),38.48,low risk,5.35,35
民生公園市民活動中心,民生路一段30之1號,121.4768,25.0137,True,292,板橋,板橋,(新北市),40.13,low risk,1.83,33
臺北市中正運動中心,信義路一段1號,121.535,25.0137,True,250,古亭,古亭,(臺北市),39.99,low risk,0.94,33
月眉環保公園,7鄰95號附近,121.190069,25.014116,False,1200,大園,大園,(桃園市),38.48,low risk,5.36,35
會稽社區活動中心,興一街65巷50號,121.3161,25.0142,True,52,桃園,桃園,(桃園市),38.25,low risk,2.44,34
銘傳國小,大安區羅斯福路4段21號,121.5352,25.0142,True,161,古亭,古亭,(臺北市),40.0,low risk,0.91,33
竹林小學,永和區勵行里竹林路34號,121.5173,25.0145,True,58,永和,永和,(新北市),39.89,low risk,0.3,33
光復國小,中和區光環路2段1號,121.4829,25.0148,True,855,板橋,板橋,(新北市),40.15,low risk,2.45,33
公六公園,領航南路4段與青昇路,121.222287,25.015014,False,456,大園,大園,(桃園市),38.49,low risk,5.49,35
柑林國小,9鄰柑腳3號,121.804558,25.01513,True,133,基隆,基隆,(基隆市),40.15,low risk,13.45,32
虎子山,虎子山街,121.944391,25.015188,False,50,基隆,基隆,(基隆市),39.94,low risk,22.48,30
頂溪國小,永和區文化里文化路133號,121.5116,25.0155,True,888,永和,永和,(新北市),39.98,low risk,0.5,33
及人國小,永和區新?里文化路172號,121.512,25.0157,True,1041,永和,永和,(新北市),39.97,low risk,0.46,33
長源社區活動中心,柑腳19號,121.8028,25.0157,True,172,基隆,基隆,(基隆市),40.16,low risk,13.33,32
金甌女中,永和區復興里博愛街36號,121.5193,25.0158,True,239,永和,永和,(新北市),39.9,low risk,0.33,33
福連國小,福連街1號,121.9888,25.0162,True,300,基隆,基隆,(基隆市),39.87,low risk,26.24,30
中壢區山東社區活動中心,山東一路39號,121.173726,25.01621,True,100,大園,大園,(桃園市),38.45,low risk,5.76,35
貢寮國中,嵩陽路42號,121.9071,25.0164,True,661,基隆,基隆,(基隆市),39.98,low risk,19.41,31
三多國小,三福街52號,121.4059,25.016651,True,807,新莊,新莊,(新北市),39.11,low risk,3.58,34
同安里集會所,新埔六街140號,121.3018,25.0167,True,61,桃園,桃園,(桃園市),38.23,low risk,2.47,34
光復高中,光環路一段7號,121.4828,25.0168,True,416,板橋,板橋,(新北市),40.18,low risk,2.47,33
忠孝市民活動中心,忠孝街26巷8號,121.5153,25.0169,True,85,永和,永和,(新北市),39.93,low risk,0.1,33
福隆國小,東興街35號,121.9487,25.0171,True,430,基隆,基隆,(基隆市),39.94,low risk,22.72,30
龍華社區活動中心,萬壽路一段422巷22弄43-1號,121.400544,25.017485,True,150,新莊,新莊,(新北市),39.06,low risk,3.94,34
丹鳳國小,新北大道七段437號,121.4257,25.0175,True,297,新莊,新莊,(新北市),39.33,low risk,2.38,34
光復國小,中和區中原里光環路二段1號,121.484,25.0177,True,855,板橋,板橋,(新北市),40.2,low risk,2.61,33
靈鷲山無生道場,香蘭街7-1號,121.9729,25.0177,False,100,基隆,基隆,(基隆市),39.9,low risk,24.76,30
桃園縣多功能藝文園區,桃園市南平路、中正路,121.2977,25.0179,False,3000,桃園,桃園,(桃園市),38.25,low risk,2.68,34
埔墘國小,永豐街42之8號,121.4741,25.0181,True,628,板橋,板橋,(新北市),40.19,low risk,1.66,33
上興公園,上興路與大興八街交叉附近,121.262927,25.01826193,False,150,桃園,桃園,(桃園市),38.32,low risk,4.98,35
同新公園,同安街慈文國小邊,121.3014,25.0183,False,150,桃園,桃園,(桃園市),38.25,low risk,2.65,34
福隆青少年活動中心,福隆里福隆街60號,121.9457,25.0184,True,403,基隆,基隆,(基隆市),39.95,low risk,22.39,30
迴龍社區活動中心,宏慶街34巷48-1號,121.410691,25.018416,True,93,新莊,新莊,(新北市),39.16,low risk,3.09,34
中山國中,文化路一段188巷56號,121.4676,25.0185,True,2280,板橋,板橋,(新北市),40.19,low risk,1.09,33
外柑市民活動中心,外柑腳49號,121.807814,25.018517,True,72,基隆,基隆,(基隆市),40.15,low risk,13.21,32
快樂國小,大有路789號,121.3154,25.0187,True,70,桃園,桃園,(桃園市),38.3,low risk,2.87,34
芳和國中,臺北市大安區臥龍街170號,121.5503,25.0187,True,30,古亭,古亭,(臺北市),40.44,low risk,2.1,33
螢橋國中,中正區汀州路3段四號,121.5265,25.019,True,52,古亭,古亭,(臺北市),39.92,low risk,0.36,33
迴龍國中小學,萬壽路一段168號,121.405433,25.019376,True,500,新莊,新莊,(新北市),39.11,low risk,3.42,34
同德社區活動中心,永安北路500號,121.2925,25.0194,True,111,桃園,桃園,(桃園市),38.29,low risk,3.02,34
國光國小,中正路325巷30號,121.4533,25.0194,True,1211,板橋,板橋,(新北市),39.94,low risk,0.9,34
大安國小,臺北市大安區臥龍街129號,121.5496,25.0195,True,60,古亭,古亭,(臺北市),40.44,low risk,2.02,33
和平高中,大安區臥龍街100號,121.5491,25.0196,True,300,古亭,古亭,(臺北市),40.44,low risk,1.97,33
板橋莊敬市民活動中心,民生路二段120號,121.4708,25.0197,True,188,板橋,板橋,(新北市),40.2,low risk,1.43,33
新埔里活動中心,南通路65號,121.3056,25.0201,True,140,桃園,桃園,(桃園市),38.28,low risk,2.82,34
貢寮市民活動中心,長泰路18-2號,121.9075,25.0206,True,176,基隆,基隆,(基隆市),39.99,low risk,19.14,31
古亭國小,大安區羅斯福路3段,121.5285,25.0207,True,62,古亭,古亭,(臺北市),39.93,low risk,0.11,33
西埔里活動中心,富國路681巷19弄路口,121.2805,25.0209,True,25,桃園,桃園,(桃園市),38.37,low risk,3.82,34
四維市民活動中心,四維路186巷2號,121.421825,25.021171,True,300,新莊,新莊,(新北市),39.27,low risk,2.16,34
裕民行政大樓,裕民路136號,121.4162,25.0212,True,300,新莊,新莊,(新北市),39.21,low risk,2.48,34
春日里活動中心,至善街133號,121.3126,25.0216,True,28,桃園,桃園,(桃園市),38.32,low risk,3.09,34
中平國中,中平路385號,121.4278,25.0216,True,1384,新莊,新莊,(新北市),39.35,low risk,1.88,34
莊敬社區活動中心,新埔七街169巷13號,121.2999,25.0219,True,53,桃園,桃園,(桃園市),38.31,low risk,3.07,34
榮富國小,中和街193號,121.418,25.0219,True,2819,新莊,新莊,(新北市),39.23,low risk,2.31,34
貢寮國小,學苑街7號,121.9151,25.022,True,633,基隆,基隆,(基隆市),39.98,low risk,19.64,31
青年公園,臺北市萬華區水源路199號,121.507,25.0221,False,33756,永和,永和,(新北市),40.24,low risk,1.1,33
白石市民活動中心,9鄰靜安路2段241號,121.7247,25.0221,True,49,汐止,汐止,(新北市),40.5,low risk,9.77,32
文德國小,英士路179號,121.4585,25.0225,True,1207,板橋,板橋,(新北市),40.11,low risk,1.06,33
薯榔市民活動中心,靜安路二段63號,121.728154,25.022689,True,61,汐止,汐止,(新北市),40.48,low risk,10.04,32
大竹國中,大竹路國中巷35號,121.258528,25.02289,True,0,桃園,桃園,(桃園市),38.41,low risk,5.64,35
萬大國小,大同區萬大路346號,121.4993,25.023,True,66,永和,永和,(新北市),40.32,low risk,1.84,33
朝陽公園,桃園市三民路、朝陽街口,121.3062,25.0231,False,3000,桃園,桃園,(桃園市),38.33,low risk,3.16,34
青年公園棒球場,水源路199號,121.4978,25.0231,False,68,永和,永和,(新北市),40.33,low risk,1.98,33
東園國小,臺北市萬華區東園街195號,121.4978,25.0231,True,102,永和,永和,(新北市),40.33,low risk,1.98,33
臺北市萬華運動中心,西寧南路6之1號,121.4978,25.0231,True,226,永和,永和,(新北市),40.33,low risk,1.98,33
河堤國小,中正區汀州路2段180號,121.5226,25.0232,True,30,古亭,古亭,(臺北市),40.11,low risk,0.76,33
長庚醫護社區活動文康中心,80號B1,121.357412,25.023311,True,200,林口,林口,(新北市),38.66,low risk,6.13,34
